"id","title","description","created_at","updated_at","published_at","created_by_id","updated_by_id","locale","video_url","thumbnail"
34,"Emotional Attributes – Anger","Question #13 – Express / Supress Your Anger","2022-09-15 05:20:07.571","2022-09-18 09:23:43.237","2022-09-15 05:20:09.09",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-13-Emotional-Attributes.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/13.jpg"
14,"Character & Personality","Question #3 - Total Introvert or Selective Introvert","2022-09-15 04:37:21.181","2022-09-18 09:12:43.483","2022-09-15 04:37:22.614",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-3-Chareacter-Personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/3.jpg"
17,"குணாதிசயமும் குணநலமும்","Question 4 : தைரியம் / தைரியமின்மை","2022-09-15 04:38:26.491","2022-09-21 16:08:16.566","2022-09-15 04:50:49.798",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question4-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/4.jpg"
32,"Emotional Attributes – Anger","Question #12 – Reasons for Your Anger
","2022-09-15 05:18:02.911","2022-09-29 19:29:49.552","2022-09-15 05:18:07.19",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/English-Chapter-2.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/12.jpg"
13,"குணாதிசயமும் குணநலமும்","Question2 : உள்முக சிந்தனையாளர்(Introvert) / புறமுக சிந்தனையாளர் (Extrovert)","2022-09-15 04:35:13.713","2022-09-21 16:03:53.737","2022-09-15 04:45:00.232",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question2-Character-personality .mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/2.jpg"
16,"Character & Personality","Question #4 - Bold or Shy ","2022-09-15 04:38:11.52","2022-09-18 09:13:45.856","2022-09-15 04:38:13.157",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-4-Chareacter-Personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/4.jpg"
33,"உணர்ச்சியின் தன்மைகள் - கோபம்","Question12: கோபத்திற்க்கான காரணங்கள்","2022-09-15 05:18:15.396","2022-09-29 19:51:36.302","2022-09-15 05:18:16.652",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/Tamil-Chapter-2.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/12.jpg"
36,"Emotional Attributes – Anger","Question #14 – Ways of Expressing Your Anger
","2022-09-15 05:26:17.026","2022-09-18 09:24:44.198","2022-09-15 05:26:21.074",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-14-Emotional-Attributes.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/14.jpg"
40,"Emotional Attributes – Anger","Question #16 – Physical Body Changes During / After Anger
","2022-09-15 05:27:59.165","2022-09-18 09:27:01.547","2022-09-15 05:28:00.527",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-16-Emotional-Attributes.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/16.jpg"
42,"Emotional Attributes – Fear","Question #17 – Intensity of Your Fear
","2022-09-15 05:34:29.639","2022-09-18 09:29:21.931","2022-09-15 05:34:32.757",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-17-Emotional-Attributes-Fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/17.jpg"
48,"Emotional Attributes – Joy","Question #20 – Level of Your Happiness in Life & Reasons for Your Joy
","2022-09-15 05:39:06.604","2022-09-18 13:06:11.289","2022-09-15 05:39:11.217",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-20-Emotional-Attributes-Joy.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/20.jpg"
49,"உணர்ச்சியின் தன்மைகள் - சந்தோசம்","Question20: உங்கள் வாழ்க்கையின் சந்தோசம்","2022-09-15 05:39:18.44","2022-09-21 17:06:07.165","2022-09-15 05:39:19.63",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question20-Emotions-happiness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/20.jpg"
44,"Emotional Attributes – Fear","Question #18 – Physical Body Change During / After Fear
","2022-09-15 05:36:32.572","2022-09-18 09:30:39.952","2022-09-15 05:36:34.106",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-18-Emotional-Attributes-Fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/18.jpg"
67,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question29: உணர்வு ரீதியாக செயல்படுதல் / நடைமுறை ரீதியாக செயல்படுதல்  ","2022-09-15 05:50:57.246","2022-09-21 17:17:32.009","2022-09-15 05:50:58.49",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question29-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/29.jpg"
52,"Emotional Attributes – Sadness","Question #22 – List Your Worries
","2022-09-15 05:43:10.641","2022-09-18 13:09:33.099","2022-09-15 05:43:21.651",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-22-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/22.jpg"
53,"உணர்ச்சியின் தன்மைகள் - சந்தோசம்","Question22: சந்தோசத்தின் காரணங்கள்","2022-09-15 05:43:29.526","2022-09-21 17:08:40.018","2022-09-15 05:43:31.811",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question22-Emotions-happiness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/22.jpg"
60,"Emotional Attributes – Sadness","Question #26 – Emotional Hurts
","2022-09-15 05:46:53.859","2022-09-18 13:14:18.841","2022-09-15 05:46:55.58",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-26-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/26.jpg"
56,"Emotional Attributes – Sadness","Question #24 – Depth of Your Worries
","2022-09-15 05:44:53.397","2022-09-18 13:12:42.894","2022-09-15 05:44:54.631",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-24-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/24.jpg"
57,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question24: கவலைகளை வெளிப்படுத்தும் விதம்","2022-09-15 05:45:02.853","2022-09-21 17:11:22.507","2022-09-15 05:45:04.084",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question24-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/24.jpg"
61,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question26: அழும் விதம்","2022-09-15 05:47:05","2022-09-21 17:13:36.597","2022-09-15 05:47:06.751",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question26-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/26.jpg"
54,"Emotional Attributes – Sadness","Question #23 – Expression of Your Worries
","2022-09-15 05:44:06.219","2022-09-18 13:11:06.819","2022-09-15 05:44:07.507",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-23-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/23.jpg"
63,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question27: உணர்வு ரீதியான வழிகள்","2022-09-15 05:48:31.301","2022-09-21 17:15:03.323","2022-09-15 05:48:33.05",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question27-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/27.jpg"
62,"Emotional Attributes – Sadness","Question #27 – Sensitive or Easy Going
","2022-09-15 05:48:20.18","2022-09-18 13:16:47.712","2022-09-15 05:48:22.074",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-27-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/27.jpg"
64,"Emotional Attributes – Sadness","Question #28 – Sentimental or Practical
","2022-09-15 05:49:48.619","2022-09-18 13:17:32.889","2022-09-15 05:49:50.462",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-28-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/28.jpg"
73,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question32: வாழ்க்கையில் வருந்த கூடிய விஷயங்கள்","2022-09-15 05:57:06.604","2022-09-21 17:21:25.782","2022-09-15 05:57:07.941",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question32-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/32.jpg"
77,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question34: உங்களுக்கும் உங்கள் சகோதரர்களுக்குமான உறவு","2022-09-15 05:58:50.674","2022-09-21 17:23:59.288","2022-09-15 05:58:53.071",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question34-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/34.jpg"
70,"Past and Childhood History","Question #31 – Things That You Are Thankful In Your Life
","2022-09-15 05:54:22.051","2022-09-18 13:37:58.507","2022-09-15 05:54:23.808",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-31-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/31.jpg"
72,"Past and Childhood History","Question #32 – Things That You Regret in Your Life
","2022-09-15 05:56:58.842","2022-09-18 13:39:06.024","2022-09-15 05:57:00.22",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-32-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/32.jpg"
76,"Past and Childhood History","Question #34 – Relationship with Your Siblings
","2022-09-15 05:58:39.991","2022-09-18 13:41:08.899","2022-09-15 05:58:41.436",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-34-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/34.jpg"
78,"Past and Childhood History","Question #35 - Grief
","2022-09-15 05:59:53.222","2022-09-18 13:41:59.105","2022-09-15 05:59:54.647",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-35-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/35.jpg"
46,"Emotional Attributes – Fear","Question #19 – Reasons for Your Fear
","2022-09-15 05:37:40.11","2022-09-18 13:05:16.066","2022-09-15 05:37:41.524",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-19-Emotional-Attributes-Fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/19.jpg"
37,"உணர்ச்சியின் தன்மைகள் - கோபம்","Question14: கோபத்தை வெளிக்காட்டும் வழிகள்","2022-09-15 05:26:29.407","2022-09-21 16:56:16.209","2022-09-15 05:26:30.977",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question14-Emotions-anger.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/14.jpg"
12,"Character & Personality","Question #2 - Introvert or Extrovert  
","2022-09-15 04:35:05.002","2022-09-18 09:11:42.392","2022-09-15 04:35:06.646",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-2-Chareacter-Personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/2.jpg"
24,"Character & Personality","Question #8 - Outgoing","2022-09-15 04:42:28.526","2022-09-18 09:17:53.841","2022-09-15 04:42:32.796",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-8-Character-Personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/8.jpg"
30,"Character & Personality","Question #11 – Level of Confidence","2022-09-15 04:46:35.848","2022-09-18 09:21:41.318","2022-09-15 04:46:37.959",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-11-Character-Personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/11.jpg"
38,"Emotional Attributes – Anger","Question #15 – Reasons for Suppressing Your Anger
","2022-09-15 05:27:18.616","2022-09-18 09:25:51.936","2022-09-15 05:27:20.574",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-15-Emotional-Attributes.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/15.jpg"
50,"Emotional Attributes – Joy","Question #21 – Expressing Happiness
","2022-09-15 05:40:57.543","2022-09-18 13:07:31.764","2022-09-15 05:41:13.343",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-21-Emotional-Attributes-Joy.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/21.jpg"
58,"Emotional Attributes – Sadness","Question #25 – Crying Out / Crying Alone
","2022-09-15 05:46:06.967","2022-09-18 13:14:52.931","2022-09-15 05:46:08.881",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-25-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/25.jpg"
66,"Emotional Attributes – Sadness","Question #29 – Sympathetic or Self Contained
","2022-09-15 05:50:47.542","2022-09-18 13:34:00.196","2022-09-15 05:50:48.826",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-29-Emotional-Attributes-Sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/29.jpg"
74,"Past and Childhood History","Question #33 – Relationship with Your Parents
","2022-09-15 05:57:54.52","2022-09-18 13:40:19.79","2022-09-15 05:57:56.265",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-33-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/33.jpg"
80,"Past and Childhood History","Question #36 – Loss of Loved Ones / Separation
","2022-09-15 06:00:43.291","2022-09-18 13:42:53.341","2022-09-15 06:00:44.632",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-36-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/36.jpg"
15,"குணாதிசயமும் குணநலமும்","Question3 : எல்லோரிடமும் உள்நோக்கி சிந்திப்பவர்  / குறிப்பிட்ட நபர்களிடம் உள்நோக்கி சிந்திப்பவர்","2022-09-15 04:37:32.516","2022-09-21 16:06:46.462","2022-09-15 04:51:00.367",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question3-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/3.jpg"
19,"குணாதிசயமும் குணநலமும்","Question 5 : தனித்தன்மை உடையவர் / சார்ந்து இருப்பவர்","2022-09-15 04:39:50.959","2022-09-21 16:09:55.606","2022-09-15 04:50:44.655",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question5-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/5.jpg"
21,"குணாதிசயமும் குணநலமும்","Question 6 : எளிமையாக முடிவு எடுப்பவர் / தீர்மானமற்றவர்","2022-09-15 04:40:44.675","2022-09-21 16:11:13.253","2022-09-15 04:41:02.399",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question6-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/6.jpg"
27,"குணாதிசயமும் குணநலமும்","Question 9 : சமூக பறவை / வீட்டு பறவை","2022-09-15 04:43:39.426","2022-09-21 16:15:53.482","2022-09-15 04:43:40.698",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question9-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/9.jpg"
31,"குணாதிசயமும் குணநலமும்","Question11: தன்னம்பிக்கையின் அளவு
","2022-09-15 04:47:49.877","2022-09-21 16:18:17.898","2022-09-15 04:47:51.198",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question11-Character-personality.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/11.jpg"
35,"உணர்ச்சியின் தன்மைகள் - கோபம்","Question13: கோபத்தை அடக்கி வைப்பதற்கான காரணங்கள்","2022-09-15 05:20:16.11","2022-09-21 16:54:44.021","2022-09-15 05:26:40.784",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question13-Emotions-anger.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/13.jpg"
43,"உணர்ச்சியின் தன்மைகள் - பயம்","Question17: உங்களுடைய பயம்","2022-09-15 05:34:42.918","2022-09-21 17:01:08.046","2022-09-15 05:34:44.265",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question17-Emotions-fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/17.jpg"
45,"உணர்ச்சியின் தன்மைகள் - பயம்","Question18: உங்கள் பயத்தின் தீவிரம் & பயப்படும் போதும் / பின்னும் உடலில் ஏற்படும் மாற்றங்கள்","2022-09-15 05:36:41.182","2022-09-21 17:02:10.86","2022-09-15 05:38:02.908",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question18-Emotions-fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/18.jpg"
81,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question36: நேசித்தவரின் இழப்பு / பிரிவு","2022-09-15 06:01:08.921","2022-09-21 17:26:28.408","2022-09-15 06:01:10.663",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question36-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/36.jpg"
47,"உணர்ச்சியின் தன்மைகள் - பயம்","Question19: பயத்தின் காரணங்கள்","2022-09-15 05:37:47.925","2022-09-21 17:04:31.116","2022-09-15 05:37:49.152",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question19-Emotions-fear.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/19.jpg"
51,"உணர்ச்சியின் தன்மைகள் - சந்தோசம்","Question21: சந்தோசத்தை வெளிப்படுத்துதல்","2022-09-15 05:42:35.076","2022-09-21 17:07:22.109","2022-09-15 05:42:36.32",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question21-Emotions-happiness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/21.jpg"
55,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question23: கவலைகள்","2022-09-15 05:44:14.837","2022-09-21 17:09:58.854","2022-09-15 05:45:20.813",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question23-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/23.jpg"
59,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question25: கவலைகள் ஆழம்","2022-09-15 05:46:19.541","2022-09-21 17:12:29.748","2022-09-15 05:46:21.338",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question25-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/25.jpg"
65,"உணர்ச்சியின் தன்மைகள் - சோகம்","Question28: உணர்ச்சி வசப்படுதல் / எளிதாக எடுத்து கொள்ளுதல்","2022-09-15 05:50:01.941","2022-09-21 17:16:12.608","2022-09-15 05:50:03.448",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question28-Emotions-sadness.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/28.jpg"
69,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question30: குழந்தை பருவ நாட்கள்","2022-09-15 05:53:30.661","2022-09-21 17:18:55.066","2022-09-15 05:53:31.81",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question30-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/30.jpg"
71,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question31: வாழ்க்கையில் நன்றி கூற விரும்பும் விஷயங்கள்","2022-09-15 05:54:34.308","2022-09-21 17:20:16.864","2022-09-15 05:54:35.642",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question31-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/31.jpg"
75,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question33: உங்களுக்கும் உங்கள் பெற்றோருக்குமான உறவு","2022-09-15 05:58:03.06","2022-09-21 17:22:29.085","2022-09-15 05:58:04.22",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question33-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/33.jpg"
79,"இறந்த கால மற்றும் குழந்தை பருவ நாட்கள்","Question35: துக்கம்","2022-09-15 06:00:03.373","2022-09-21 17:25:01.286","2022-09-15 06:00:04.562",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/tamil-question/Tamil-Question35-past-childhood-memories.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/35.jpg"
11,"குணாதிசயமும் குணநலமும்","Question1 : கூச்ச சுபாவம் / வெளிப்படை சுபாவம்","2022-09-15 04:33:37.05","2022-09-29 19:51:06.824","2022-09-15 04:45:40.989",1,1,"ta","https://home-homeo.ap-south-1.linodeobjects.com/Tamil-Chapter-1.mp4","https://home-homeo.ap-south-1.linodeobjects.com/tamil-thumbnail/1.jpg"
10,"Character & Personality","Question #1 - Reserved or Expressive","2022-09-15 04:33:27.197","2022-10-16 09:19:58.419","2022-09-15 04:34:08.14",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Intro2.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/1.jpg"
68,"Past and Childhood History","Question #30 – Brief Narration of Your Childhood Days
","2022-09-15 05:53:09.691","2022-10-22 06:52:07.967","2022-09-15 05:53:11.44",1,1,"en","https://home-homeo.ap-south-1.linodeobjects.com/Question-30-Childhood-history.mp4","https://home-homeo.ap-south-1.linodeobjects.com/thumbnail/30.jpg"
